VALOR_A_PAGAR,TAXA,RENDA_MES_ANTERIOR,NO_FUNCIONARIOS,PJ_ou_PF,SEGMENTO_INDUSTRIAL_Comércio,SEGMENTO_INDUSTRIAL_Indústria,SEGMENTO_INDUSTRIAL_Serviços,Tam_Empresa,Mes_Emissao_Documento,Dia_Emissao_Documento,Mes_Vencimento,Dia_Vencimento,Churned
180432.0,8.99,155276.0,121.0,1,1,0,0,1,8,3,9,8,0
39093.6,8.99,155276.0,121.0,1,1,0,0,1,8,5,9,10,0
65278.4,8.99,155276.0,121.0,1,1,0,0,1,8,5,9,10,0
46420.5,8.99,155276.0,121.0,1,1,0,0,1,8,7,9,14,0
183282.0,8.99,155276.0,121.0,1,1,0,0,1,8,9,9,14,0
92841.0,8.99,155276.0,121.0,1,1,0,0,1,8,10,9,15,0
179492.6,8.99,155276.0,121.0,1,1,0,0,1,8,10,9,15,0
183282.0,8.99,155276.0,121.0,1,1,0,0,1,8,11,9,16,0
185664.0,8.99,155276.0,121.0,1,1,0,0,1,8,15,9,22,0
76814.33,6.99,101073.0,103.0,1,1,0,0,0,7,17,8,7,0
76079.18,6.99,101073.0,103.0,1,1,0,0,0,7,17,8,7,0
75108.83,6.99,101073.0,103.0,1,1,0,0,0,7,23,8,13,0
19141.88,6.99,101073.0,103.0,1,1,0,0,0,7,24,8,12,0
75502.67,6.99,101073.0,103.0,1,1,0,0,0,7,27,8,17,0
38800.43,6.99,101073.0,103.0,1,1,0,0,0,7,29,8,17,0
76484.52,6.99,101073.0,103.0,1,1,0,0,0,7,30,8,21,0
105901.64,6.99,101073.0,103.0,1,1,0,0,0,7,30,8,21,0
106210.66,6.99,153331.0,98.0,1,1,0,0,0,8,1,8,25,0
105703.7,6.99,153331.0,98.0,1,1,0,0,0,8,4,8,25,0
107030.62,6.99,153331.0,98.0,1,1,0,0,0,8,11,9,1,0
45047.66,6.99,153331.0,98.0,1,1,0,0,0,8,12,9,2,0
20511.31,6.99,153331.0,98.0,1,1,0,0,0,8,13,9,1,0
44595.79,6.99,153331.0,98.0,1,1,0,0,0,8,14,9,4,0
44595.79,6.99,153331.0,98.0,1,1,0,0,0,8,16,9,8,0
107376.51,6.99,160630.0,137.0,1,0,0,1,2,7,17,8,11,0
76697.51,6.99,160630.0,137.0,1,0,0,1,2,7,17,8,13,0
167290.51,6.99,160630.0,137.0,1,0,0,1,2,7,20,8,18,0
160017.0,6.99,160630.0,137.0,1,0,0,1,2,7,20,8,14,1
56493.5,6.99,160630.0,137.0,1,0,0,1,2,7,21,8,17,0
175177.41,6.99,160630.0,137.0,1,0,0,1,2,7,23,8,17,0
56493.5,6.99,160630.0,137.0,1,0,0,1,2,7,25,8,20,0
143050.91,6.99,160630.0,137.0,1,0,0,1,2,7,26,8,20,1
70579.0,6.99,160630.0,137.0,1,0,0,1,2,7,26,8,21,0
75475.92,6.99,160630.0,137.0,1,0,0,1,2,7,26,8,20,0
167290.5,6.99,160630.0,137.0,1,0,0,1,2,7,26,8,20,1
99615.6,6.99,160630.0,137.0,1,0,0,1,2,7,29,8,28,0
182472.0,6.99,160630.0,137.0,1,0,0,1,2,7,29,8,31,0
75475.92,6.99,160630.0,137.0,1,0,0,1,2,7,30,8,31,0
70610.0,6.99,160630.0,137.0,1,0,0,1,2,7,31,8,31,0
73903.51,6.99,160630.0,137.0,1,0,0,1,2,7,31,8,31,0
56748.5,6.99,127198.0,129.0,1,0,0,1,2,8,5,8,31,0
73617.6,6.99,127198.0,129.0,1,0,0,1,2,8,7,9,8,0
50644.3,6.99,127198.0,129.0,1,0,0,1,2,8,7,9,8,1
102757.9,6.99,127198.0,129.0,1,0,0,1,2,8,7,9,8,0
3536.58,6.99,127198.0,129.0,1,0,0,1,2,8,9,9,8,0
178530.51,6.99,127198.0,129.0,1,0,0,1,2,8,10,9,15,0
78925.0,6.99,127198.0,129.0,1,0,0,1,2,8,11,9,14,0
102757.91,6.99,127198.0,129.0,1,0,0,1,2,8,14,9,14,0
20490.05,4.99,178900.0,82.0,1,0,0,1,2,7,17,8,3,1
4820.05,4.99,178900.0,82.0,1,0,0,1,2,7,17,8,3,1
4069.79,4.99,178900.0,82.0,1,0,0,1,2,7,28,8,14,1
12321.66,4.99,178900.0,82.0,1,0,0,1,2,7,30,8,17,1
20856.9,4.99,178900.0,82.0,1,0,0,1,2,7,30,8,17,0
4989.0,4.99,178900.0,82.0,1,0,0,1,2,7,30,8,17,1
19856.9,4.99,178900.0,82.0,1,0,0,1,2,7,30,8,17,1
20807.95,4.99,210632.0,77.0,1,0,0,1,2,8,11,8,27,1
8760.79,4.99,210632.0,77.0,1,0,0,1,2,8,13,9,8,1
12617.79,4.99,210632.0,77.0,1,0,0,1,2,8,13,9,8,1
34040.51,5.99,421637.0,115.0,1,0,1,0,2,7,17,8,7,0
31304.97,5.99,421637.0,115.0,1,0,1,0,2,7,26,8,19,0
31305.48,5.99,118675.0,125.0,1,0,1,0,2,8,2,8,24,0
31850.46,5.99,118675.0,125.0,1,0,1,0,2,8,9,8,31,0
19736.21,5.99,118675.0,125.0,1,0,1,0,2,8,12,9,1,0
15096.8,5.99,345868.0,109.0,1,0,1,0,1,7,17,8,3,0
36890.0,5.99,345868.0,109.0,1,0,1,0,1,7,28,8,13,0
18775.1,5.99,243902.0,113.0,1,0,1,0,1,8,2,8,18,0
499.0,5.99,243902.0,113.0,1,0,1,0,1,8,9,9,10,1
134796.96,5.99,504605.0,118.0,1,1,0,0,2,7,17,8,10,0
131052.6,5.99,504605.0,118.0,1,1,0,0,2,7,19,8,10,0
137293.2,5.99,504605.0,118.0,1,1,0,0,2,7,24,8,17,0
140413.5,5.99,504605.0,118.0,1,1,0,0,2,7,28,8,20,0
141862.5,5.99,504605.0,118.0,1,1,0,0,2,7,29,8,20,0
133032.7,5.99,359039.0,123.0,1,1,0,0,2,8,11,9,2,0
74101.09,8.99,216075.0,115.0,1,0,0,1,1,7,17,8,4,0
74026.82,8.99,216075.0,115.0,1,0,0,1,1,7,22,8,12,0
56053.14,8.99,216075.0,115.0,1,0,0,1,1,7,24,8,11,0
971.5,8.99,124481.0,115.0,1,0,0,1,1,8,6,9,8,0
8920.8,4.99,256117.0,113.0,1,1,0,0,0,7,17,8,3,0
19168.65,4.99,256117.0,113.0,1,1,0,0,0,7,26,8,11,0
15510.28,4.99,531444.0,113.0,1,1,0,0,0,8,5,8,24,0
38277.57,4.99,531444.0,113.0,1,1,0,0,0,8,9,9,8,1
88423.2,5.99,352113.0,86.0,1,0,0,1,1,7,17,8,3,0
28996.3,5.99,352113.0,86.0,1,0,0,1,1,7,19,8,4,0
37914.41,5.99,352113.0,86.0,1,0,0,1,1,7,30,8,17,0
38215.69,5.99,377738.0,90.0,1,0,0,1,1,8,7,8,24,0
15570.11,4.99,82152.0,98.0,1,0,0,1,0,7,17,8,11,0
18508.87,4.99,82152.0,98.0,1,0,0,1,0,7,26,8,20,0
19289.28,4.99,82152.0,98.0,1,0,0,1,0,7,30,8,25,0
38480.73,4.99,141171.0,100.0,1,0,0,1,0,8,6,9,8,0
61280.1,4.99,242047.0,105.0,1,0,0,1,1,7,17,8,3,0
14453.2,4.99,242047.0,105.0,1,0,0,1,1,7,22,8,7,0
28953.1,4.99,242047.0,105.0,1,0,0,1,1,7,22,8,7,0
28953.3,4.99,242047.0,105.0,1,0,0,1,1,7,26,8,11,0
29277.75,4.99,242047.0,105.0,1,0,0,1,1,7,29,8,14,0
29277.95,4.99,242047.0,105.0,1,0,0,1,1,7,30,8,17,0
51118.15,4.99,144867.0,105.0,1,0,0,1,1,8,4,8,20,0
66909.05,4.99,144867.0,105.0,1,0,0,1,1,8,9,8,25,0
63499.6,4.99,144867.0,105.0,1,0,0,1,1,8,10,8,26,0
52650.2,4.99,144867.0,105.0,1,0,0,1,1,8,13,8,31,0
46274.85,5.99,26714.0,130.0,1,0,0,1,2,7,17,8,10,0
23531.48,5.99,26714.0,130.0,1,0,0,1,2,7,20,8,11,0
30390.56,5.99,26714.0,130.0,1,0,0,1,2,7,20,8,11,0
23858.69,5.99,26714.0,130.0,1,0,0,1,2,7,21,8,12,0
45586.29,5.99,26714.0,130.0,1,0,0,1,2,7,22,8,13,0
29443.6,5.99,26714.0,130.0,1,0,0,1,2,7,24,8,17,0
20078.25,5.99,26714.0,130.0,1,0,0,1,2,7,24,8,17,0
23153.32,5.99,26714.0,130.0,1,0,0,1,2,7,26,8,17,0
88330.8,5.99,26714.0,130.0,1,0,0,1,2,7,27,8,18,0
23869.0,5.99,26714.0,130.0,1,0,0,1,2,7,27,8,18,0
20409.98,5.99,380646.0,120.0,1,0,0,1,2,8,2,8,24,0
20407.47,5.99,380646.0,120.0,1,0,0,1,2,8,3,8,25,0
46973.98,5.99,380646.0,120.0,1,0,0,1,2,8,6,8,28,0
37579.18,5.99,380646.0,120.0,1,0,0,1,2,8,6,8,28,0
29376.92,5.99,380646.0,120.0,1,0,0,1,2,8,7,8,31,0
93947.95,5.99,380646.0,120.0,1,0,0,1,2,8,9,8,31,0
52729.11,5.99,380646.0,120.0,1,0,0,1,2,8,10,9,1,0
15660.66,5.99,380646.0,120.0,1,0,0,1,2,8,10,9,1,0
46974.73,5.99,380646.0,120.0,1,0,0,1,2,8,10,9,1,0
12019.61,5.99,380646.0,120.0,1,0,0,1,2,8,11,9,2,0
52728.9,5.99,380646.0,120.0,1,0,0,1,2,8,11,9,2,0
20831.95,5.99,380646.0,120.0,1,0,0,1,2,8,13,9,4,0
29039.6,5.99,326039.0,110.0,1,0,0,1,2,7,17,8,3,0
67982.97,5.99,326039.0,110.0,1,0,0,1,2,7,28,8,13,0
50252.92,5.99,326039.0,110.0,1,0,0,1,2,7,31,8,17,0
19669.7,5.99,332334.0,116.0,1,0,0,1,2,8,6,8,24,0
51299.66,5.99,332334.0,116.0,1,0,0,1,2,8,9,8,25,0
531.05,5.99,495793.0,141.0,1,0,0,1,1,7,17,8,1,1
48039.59,5.99,571718.0,137.0,1,0,1,0,0,7,17,8,5,0
45026.98,6.99,111230.0,96.0,1,0,0,1,1,7,17,8,3,0
32657.0,6.99,111230.0,96.0,1,0,0,1,1,7,27,8,12,0
32852.0,6.99,111230.0,96.0,1,0,0,1,1,7,30,8,17,0
31202.2,6.99,79093.0,98.0,1,0,0,1,1,8,7,8,24,0
41844.0,6.99,79093.0,98.0,1,0,0,1,1,8,14,8,31,0
31493.13,6.99,507316.0,107.0,1,0,0,1,2,7,17,8,6,0
19041.39,6.99,507316.0,107.0,1,0,0,1,2,7,31,8,21,0
7.5,6.99,163731.0,140.0,1,1,0,0,1,7,17,8,1,1
10502.5,6.99,163731.0,140.0,1,1,0,0,1,7,17,8,1,0
914.0,6.99,163731.0,140.0,1,1,0,0,1,7,19,8,3,1
54979.7,8.99,278478.0,92.0,1,1,0,0,2,7,17,8,3,0
109699.7,8.99,278478.0,92.0,1,1,0,0,2,7,27,8,12,0
73859.8,8.99,452180.0,90.0,1,1,0,0,2,8,5,8,24,0
110172.05,8.99,452180.0,90.0,1,1,0,0,2,8,13,8,31,0
132065.15,8.99,452180.0,90.0,1,1,0,0,2,8,14,8,31,0
166012.45,5.99,1121870.0,104.0,1,0,1,0,1,7,17,8,17,0
29281.64,5.99,130503.0,133.0,1,1,0,0,1,7,17,8,6,0
59017.14,5.99,130503.0,133.0,1,1,0,0,1,7,24,8,17,0
29508.57,5.99,130503.0,133.0,1,1,0,0,1,7,26,8,14,0
49307.14,5.99,410306.0,144.0,1,1,0,0,1,8,9,8,28,0
83591.55,5.99,145784.0,139.0,1,1,0,0,2,7,17,8,3,0
54493.2,5.99,145784.0,139.0,1,1,0,0,2,7,20,8,5,0
54493.25,5.99,145784.0,139.0,1,1,0,0,2,7,21,8,6,0
112735.5,5.99,145784.0,139.0,1,1,0,0,2,7,21,8,6,0
54491.05,5.99,145784.0,139.0,1,1,0,0,2,7,23,8,10,0
86790.2,5.99,145784.0,139.0,1,1,0,0,2,7,24,8,10,0
109475.11,5.99,145784.0,139.0,1,1,0,0,2,7,25,8,11,0
54384.46,5.99,145784.0,139.0,1,1,0,0,2,7,28,8,13,0
73673.35,5.99,145784.0,139.0,1,1,0,0,2,7,29,8,14,0
54871.86,5.99,145784.0,139.0,1,1,0,0,2,7,29,8,14,0
58267.5,5.99,228480.0,134.0,1,1,0,0,2,8,2,8,18,0
120572.7,5.99,228480.0,134.0,1,1,0,0,2,8,6,8,24,0
90611.0,5.99,228480.0,134.0,1,1,0,0,2,8,10,8,26,0
132308.49,5.99,228480.0,134.0,1,1,0,0,2,8,12,8,28,0
101806.6,5.99,228480.0,134.0,1,1,0,0,2,8,13,8,31,0
136368.49,5.99,228480.0,134.0,1,1,0,0,2,8,16,9,1,0
185982.0,5.99,162115.0,111.0,1,0,1,0,0,7,17,8,4,0
186182.0,5.99,162115.0,111.0,1,0,1,0,0,7,17,8,4,0
185582.0,5.99,162115.0,111.0,1,0,1,0,0,7,22,8,10,0
191499.6,5.99,162115.0,111.0,1,0,1,0,0,7,23,8,10,0
187440.8,5.99,162115.0,111.0,1,0,1,0,0,7,24,8,11,0
93922.3,5.99,233702.0,105.0,1,0,1,0,0,8,10,8,28,0
46009.65,5.99,233702.0,105.0,1,0,1,0,0,8,11,8,31,0
196619.2,5.99,233702.0,105.0,1,0,1,0,0,8,12,8,31,0
28038.0,5.99,151846.0,90.0,1,0,0,1,2,7,17,8,31,0
28038.0,5.99,151846.0,90.0,1,0,0,1,2,7,28,9,11,0
14205.0,5.99,151846.0,90.0,1,0,0,1,2,7,29,9,14,0
14092.0,5.99,148233.0,89.0,1,0,0,1,2,8,1,9,16,0
28184.0,5.99,148233.0,89.0,1,0,0,1,2,8,2,9,16,0
360.0,5.99,148233.0,89.0,1,0,0,1,2,8,3,9,17,1
14506.0,5.99,148233.0,89.0,1,0,0,1,2,8,8,9,23,0
14506.0,5.99,148233.0,89.0,1,0,0,1,2,8,15,9,30,0
29012.0,5.99,148233.0,89.0,1,0,0,1,2,8,16,9,30,0
16053.1,11.99,513271.0,147.0,1,0,0,1,1,7,17,8,3,0
11469.7,11.99,513271.0,147.0,1,0,0,1,1,7,21,8,6,0
15927.6,11.99,513271.0,147.0,1,0,0,1,1,7,21,8,6,0
19252.15,11.99,513271.0,147.0,1,0,0,1,1,7,23,8,10,0
15928.15,11.99,513271.0,147.0,1,0,0,1,1,7,23,8,10,0
15928.15,11.99,513271.0,147.0,1,0,0,1,1,7,27,8,12,0
19344.95,11.99,513271.0,147.0,1,0,0,1,1,7,27,8,12,0
19675.0,11.99,513271.0,147.0,1,0,0,1,1,7,29,8,14,0
39793.855,11.99,513271.0,147.0,1,0,0,1,1,7,31,8,17,0
12336.55,11.99,127061.0,136.0,1,0,0,1,1,8,2,8,18,0
20250.4,11.99,127061.0,136.0,1,0,0,1,1,8,3,8,19,0
799.0,11.99,127061.0,136.0,1,0,0,1,1,8,6,9,8,0
33139.4,11.99,127061.0,136.0,1,0,0,1,1,8,9,8,25,0
51393.51,11.99,127061.0,136.0,1,0,0,1,1,8,9,8,25,0
38364.6,6.99,197705.0,106.0,1,1,0,0,2,7,17,8,7,0
21536.34,6.99,197705.0,106.0,1,1,0,0,2,7,19,8,10,0
43202.85,6.99,197705.0,106.0,1,1,0,0,2,7,23,8,17,0
59348.93,6.99,197705.0,106.0,1,1,0,0,2,7,31,8,21,0
22777.15,6.99,168672.0,108.0,1,1,0,0,2,8,7,8,28,0
15916.6,6.99,168672.0,108.0,1,1,0,0,2,8,16,9,8,0
14489.75,5.99,134881.0,115.0,1,0,1,0,1,7,17,8,3,0
82355.26,5.99,134881.0,115.0,1,0,1,0,1,7,19,8,4,0
80020.2,5.99,134881.0,115.0,1,0,1,0,1,7,22,8,7,0
68418.24,5.99,134881.0,115.0,1,0,1,0,1,7,30,8,17,0
81203.72,5.99,428694.0,114.0,1,0,1,0,1,8,2,8,18,0
81203.72,5.99,428694.0,114.0,1,0,1,0,1,8,5,8,21,0
61688.05,5.99,428694.0,114.0,1,0,1,0,1,8,6,8,24,0
144410.4,5.99,428694.0,114.0,1,0,1,0,1,8,9,8,25,0
112428.05,5.99,428694.0,114.0,1,0,1,0,1,8,13,8,31,0
12279.9,11.99,315618.0,142.0,1,0,1,0,2,7,17,8,3,0
12656.3,11.99,315618.0,142.0,1,0,1,0,2,7,28,8,13,0
25786.21,5.99,127349.0,110.0,1,0,0,1,1,7,17,8,6,0
36841.4,5.99,127349.0,110.0,1,0,0,1,1,7,22,8,17,0
47567.88,5.99,127349.0,110.0,1,0,0,1,1,7,26,8,21,0
18170.69,5.99,127349.0,110.0,1,0,0,1,1,7,27,8,17,0
18170.79,5.99,127349.0,110.0,1,0,0,1,1,7,28,8,17,0
11740.31,5.99,650593.0,117.0,1,0,0,1,1,8,2,8,24,0
11740.79,5.99,650593.0,117.0,1,0,0,1,1,8,7,8,27,0
23481.58,5.99,650593.0,117.0,1,0,0,1,1,8,9,8,31,0
65254.06,5.99,650593.0,117.0,1,0,0,1,1,8,11,9,8,0
18883.95,5.99,650593.0,117.0,1,0,0,1,1,8,11,8,31,0
12265.76,5.99,650593.0,117.0,1,0,0,1,1,8,14,9,3,0
60799.61,5.99,236787.5,102.0,1,0,0,1,1,7,17,8,7,1
62100.48,5.99,236787.5,102.0,1,0,0,1,1,7,30,8,20,1
10043.17,5.99,68541.0,102.0,1,0,0,1,1,8,4,8,25,1
64274.15,5.99,68541.0,102.0,1,0,0,1,1,8,16,9,8,0
23248.5,5.99,260658.0,114.0,1,0,0,1,1,7,17,8,11,0
30847.38,5.99,260658.0,114.0,1,0,0,1,1,7,30,8,24,0
44268.12,5.99,43950.0,85.0,1,0,1,0,2,7,17,8,3,0
21169.34,6.99,7189.0,123.0,1,0,0,1,1,7,17,8,3,1
21169.34,6.99,7189.0,123.0,1,0,0,1,1,7,19,8,5,1
11184.68,4.99,149021.0,111.0,1,0,0,1,2,7,17,8,3,0
68675.76,5.99,228480.0,119.0,1,1,0,0,2,7,17,8,6,0
110897.5,5.99,62146.0,89.0,1,0,0,1,0,7,17,8,6,0
46351.5,5.99,62146.0,89.0,1,0,0,1,0,7,26,8,17,0
81051.4,5.99,62146.0,89.0,1,0,0,1,0,7,30,8,19,0
112094.5,5.99,418311.0,83.0,1,0,0,1,0,8,2,8,24,0
46864.5,5.99,418311.0,83.0,1,0,0,1,0,8,4,8,24,0
49027.5,5.99,418311.0,83.0,1,0,0,1,0,8,11,8,31,0
60220.0,5.99,418311.0,83.0,1,0,0,1,0,8,13,9,2,0
29368.9,5.99,418311.0,83.0,1,0,0,1,0,8,16,9,8,0
16664.51,4.99,28254.0,94.0,1,0,0,1,1,7,17,8,17,0
16664.51,4.99,28254.0,94.0,1,0,0,1,1,7,18,8,18,0
16664.51,4.99,28254.0,94.0,1,0,0,1,1,7,19,8,17,0
16664.51,4.99,28254.0,94.0,1,0,0,1,1,7,26,8,31,0
16825.49,4.99,203201.0,93.0,1,0,0,1,1,8,3,9,1,0
16825.49,4.99,203201.0,93.0,1,0,0,1,1,8,3,9,1,0
17239.51,4.99,203201.0,93.0,1,0,0,1,1,8,8,9,9,0
2972.66,4.99,203201.0,93.0,1,0,0,1,1,8,9,2,5,1
17239.51,4.99,203201.0,93.0,1,0,0,1,1,8,10,9,9,0
17239.51,4.99,203201.0,93.0,1,0,0,1,1,8,15,9,21,0
17239.51,4.99,203201.0,93.0,1,0,0,1,1,8,16,9,21,0
45756.0,5.99,253666.0,117.0,1,0,1,0,1,7,17,8,17,0
17789.0,4.99,310526.0,121.0,1,1,0,0,2,7,17,8,3,0
22833.0,4.99,310526.0,121.0,1,1,0,0,2,7,23,8,10,0
17839.0,4.99,310526.0,121.0,1,1,0,0,2,7,26,8,11,0
29541.0,4.99,137576.0,123.0,1,1,0,0,2,8,4,8,21,0
19330.8,5.99,130122.0,119.0,1,1,0,0,1,7,17,8,4,0
12968.88,5.99,130122.0,119.0,1,1,0,0,1,7,19,8,6,0
9964.28,5.99,130122.0,119.0,1,1,0,0,1,7,26,8,13,0
1064.28,5.99,130122.0,119.0,1,1,0,0,1,7,26,8,13,0
15629.68,5.99,130122.0,119.0,1,1,0,0,1,7,29,8,14,0
7488.78,5.99,122907.0,119.0,1,1,0,0,1,8,2,9,8,0
1064.0,5.99,122907.0,119.0,1,1,0,0,1,8,6,9,8,0
16087.92,4.99,309126.0,106.0,1,0,0,1,0,7,17,8,6,0
19803.24,4.99,309126.0,106.0,1,0,0,1,0,7,24,8,13,0
32709.32,4.99,611150.0,101.0,1,0,0,1,0,8,2,8,24,0
41612.56,4.99,611150.0,101.0,1,0,0,1,0,8,16,9,8,0
33714.02,4.99,611150.0,101.0,1,0,0,1,0,8,16,9,8,0
17715.76,4.99,315378.0,140.0,1,0,1,0,2,7,17,8,4,0
25583.01,4.99,315378.0,140.0,1,0,1,0,2,7,19,8,6,0
25231.92,4.99,315378.0,140.0,1,0,1,0,2,7,20,8,10,0
50897.16,4.99,315378.0,140.0,1,0,1,0,2,7,23,8,12,0
33566.04,4.99,315378.0,140.0,1,0,1,0,2,7,23,8,11,0
24802.84,4.99,315378.0,140.0,1,0,1,0,2,7,28,8,17,0
26271.72,4.99,261553.0,137.0,1,0,1,0,2,8,12,8,28,0
36558.9,4.99,261553.0,137.0,1,0,1,0,2,8,16,9,1,0
14791.0,4.99,292342.0,106.0,1,0,0,1,1,7,17,8,10,0
15443.5,4.99,58801.0,105.0,1,0,0,1,1,8,13,9,4,0
28969.02,8.99,216075.0,115.0,1,0,0,1,1,7,17,8,10,0
32106.2,4.99,7314.0,92.0,1,0,1,0,1,7,17,8,3,0
11469.79,4.99,7314.0,92.0,1,0,1,0,1,7,23,8,11,0
31377.8,4.99,7314.0,92.0,1,0,1,0,1,7,27,8,12,0
15648.9,4.99,7314.0,92.0,1,0,1,0,1,7,28,8,13,0
63499.8,4.99,7314.0,92.0,1,0,1,0,1,7,28,8,13,0
15858.6,4.99,7314.0,92.0,1,0,1,0,1,7,30,8,18,0
12036.55,4.99,617779.0,95.0,1,0,1,0,1,8,2,8,18,0
32318.4,4.99,617779.0,95.0,1,0,1,0,1,8,2,8,18,0
32318.4,4.99,617779.0,95.0,1,0,1,0,1,8,3,8,19,0
16569.7,4.99,617779.0,95.0,1,0,1,0,1,8,9,8,25,0
12831.55,4.99,617779.0,95.0,1,0,1,0,1,8,11,8,27,0
82599.75,4.99,617779.0,95.0,1,0,1,0,1,8,12,8,28,0
33039.9,4.99,617779.0,95.0,1,0,1,0,1,8,16,9,1,0
23433.0,8.99,83511.0,148.0,1,0,1,0,2,7,17,8,24,0
48956.0,8.99,317642.0,140.0,1,0,1,0,2,8,16,9,21,0
78111.67,4.99,300717.0,117.0,1,0,0,1,2,7,17,8,6,0
80710.42,4.99,300717.0,117.0,1,0,0,1,2,7,24,8,13,0
93881.33,4.99,300717.0,117.0,1,0,0,1,2,7,31,8,20,0
94308.65,4.99,182681.0,114.0,1,0,0,1,2,8,2,8,24,0
99225.41,4.99,182681.0,114.0,1,0,0,1,2,8,16,9,8,0
16905.33,6.99,217640.0,115.0,1,0,0,1,0,7,18,8,3,1
11020.89,6.99,217640.0,115.0,1,0,0,1,0,7,29,9,2,0
74341.0,6.99,342566.0,101.0,1,0,0,1,1,7,18,8,5,0
891.2,6.99,19595.0,100.0,1,0,0,1,1,8,6,9,8,0
1062.06,6.99,19595.0,100.0,1,0,0,1,1,8,9,9,8,1
46422.0,6.99,19595.0,100.0,1,0,0,1,1,8,14,8,31,0
51408.2,11.99,91668.0,101.0,1,0,0,1,1,7,18,8,4,0
55793.4,11.99,91668.0,101.0,1,0,0,1,1,7,25,8,11,0
37104.3,5.99,653349.0,140.0,1,1,0,0,1,7,19,8,4,0
42329.69,5.99,313003.0,141.0,1,1,0,0,1,8,3,8,19,0
32636.58,4.99,401883.0,132.0,1,1,0,0,0,7,19,8,10,0
27430.24,4.99,401883.0,132.0,1,1,0,0,0,7,28,8,18,0
42968.37,4.99,401883.0,132.0,1,1,0,0,0,7,31,8,21,0
38223.5,6.99,672926.0,163.0,1,1,0,0,1,7,19,8,5,0
80025.0,6.99,499833.0,170.0,1,1,0,0,1,8,13,8,31,0
20465.4,4.99,155665.0,101.0,1,0,0,1,2,7,19,8,4,0
14685.35,4.99,155665.0,101.0,1,0,0,1,2,7,29,8,17,0
21015.0,4.99,257343.0,101.0,1,0,0,1,2,8,11,8,27,0
20365.0,4.99,257343.0,101.0,1,0,0,1,2,8,12,8,31,0
14352.15,4.99,257343.0,101.0,1,0,0,1,2,8,16,9,1,0
85108.11,5.99,230744.0,156.0,1,0,1,0,2,7,19,8,6,0
49433.7,5.99,230744.0,156.0,1,0,1,0,2,7,19,8,4,0
68676.1,5.99,230744.0,156.0,1,0,1,0,2,7,22,8,7,0
8986.23,5.99,230744.0,156.0,1,0,1,0,2,7,23,8,10,0
58978.52,5.99,392950.0,125.0,1,0,1,0,2,8,4,8,24,0
990.0,5.99,392950.0,125.0,1,0,1,0,2,8,6,9,8,0
30865.0,5.99,392950.0,125.0,1,0,1,0,2,8,9,8,25,0
81445.55,5.99,392950.0,125.0,1,0,1,0,2,8,13,8,31,0
24372.4,5.99,392950.0,125.0,1,0,1,0,2,8,16,9,1,0
101803.87,6.99,296542.0,136.0,1,1,0,0,1,7,19,8,5,0
12664.26,6.99,296542.0,136.0,1,1,0,0,1,7,19,8,5,0
87211.68,6.99,296542.0,136.0,1,1,0,0,1,7,20,8,6,0
12916.65,6.99,296542.0,136.0,1,1,0,0,1,7,21,8,7,0
64618.05,6.99,296542.0,136.0,1,1,0,0,1,7,22,8,10,0
20316.83,6.99,296542.0,136.0,1,1,0,0,1,7,26,8,12,0
12912.34,6.99,296542.0,136.0,1,1,0,0,1,7,26,8,12,0
101468.39,6.99,296542.0,136.0,1,1,0,0,1,7,26,8,12,0
62671.66,6.99,296542.0,136.0,1,1,0,0,1,7,27,8,13,0
30618.37,6.99,296542.0,136.0,1,1,0,0,1,7,28,8,14,0
127024.8,6.99,296542.0,136.0,1,1,0,0,1,7,30,8,19,0
15509.5,6.99,296542.0,136.0,1,1,0,0,1,7,30,8,17,0
48356.63,6.99,163868.0,135.0,1,1,0,0,1,8,2,8,19,0
15540.88,6.99,163868.0,135.0,1,1,0,0,1,8,2,8,19,0
102614.1,6.99,163868.0,135.0,1,1,0,0,1,8,3,8,21,0
17971.89,6.99,163868.0,135.0,1,1,0,0,1,8,3,8,20,0
40300.6,6.99,163868.0,135.0,1,1,0,0,1,8,3,8,20,0
706.04,6.99,163868.0,135.0,1,1,0,0,1,8,6,9,8,0
132467.58,6.99,163868.0,135.0,1,1,0,0,1,8,6,8,24,0
109486.65,6.99,163868.0,135.0,1,1,0,0,1,8,7,8,24,0
108439.41,6.99,163868.0,135.0,1,1,0,0,1,8,9,8,26,0
48154.05,6.99,163868.0,135.0,1,1,0,0,1,8,11,8,28,0
48787.05,6.99,163868.0,135.0,1,1,0,0,1,8,13,8,31,0
130127.3,6.99,163868.0,135.0,1,1,0,0,1,8,15,9,2,0
131637.88,6.99,163868.0,135.0,1,1,0,0,1,8,16,9,2,0
31343.41,6.99,163868.0,135.0,1,1,0,0,1,8,16,9,2,0
15186.85,4.99,294708.0,112.0,1,0,1,0,2,7,19,8,4,0
44425.22,4.99,294708.0,112.0,1,0,1,0,2,7,21,8,6,0
29717.2,4.99,294708.0,112.0,1,0,1,0,2,7,23,8,10,0
50601.4,4.99,294708.0,112.0,1,0,1,0,2,7,26,8,11,0
21613.9,4.99,294708.0,112.0,1,0,1,0,2,7,31,8,17,0
15741.45,4.99,270944.0,116.0,1,0,1,0,2,8,7,8,24,0
29076.03,6.99,241371.0,125.0,1,0,1,0,2,7,19,8,7,0
