VALOR_A_PAGAR,TAXA,RENDA_MES_ANTERIOR,NO_FUNCIONARIOS,FLAG_PF,SEGMENTO_INDUSTRIAL,DOMINIO_EMAIL,PORTE,INADIMPLENCIA,Mes_Emissao_Documento,Dia_Emissao_Documento,Mes_Vencimento,Dia_Vencimento
13779.05,4.99,859177.0,141.0,1,1,2,2,0,11,24,12,10
31377.85,4.99,180987.0,144.0,1,1,2,2,0,12,5,12,23
32273.04,5.99,299903.0,117.0,1,1,1,3,0,11,17,12,3
26774.31,5.99,299903.0,117.0,1,1,1,3,0,11,27,12,13
30525.11,5.99,299903.0,117.0,1,1,1,3,0,11,28,12,16
46367.7,5.99,280041.0,122.0,1,1,1,3,0,12,8,12,24
45867.6,5.99,280041.0,122.0,1,1,1,3,0,12,15,1,2
34022.5,4.99,115400.0,95.0,1,3,3,3,0,11,17,12,3
55589.5,4.99,115400.0,95.0,1,3,3,3,0,11,18,12,4
13955.35,4.99,1153642.0,89.0,1,3,3,3,0,12,2,12,20
14445.35,4.99,1153642.0,89.0,1,3,3,3,0,12,8,12,24
48975.0,5.99,221507.0,142.0,1,1,3,3,0,11,17,12,3
99256.92,5.99,221507.0,142.0,1,1,3,3,0,11,18,12,4
51696.62,5.99,221507.0,142.0,1,1,3,3,0,11,29,12,18
47650.47,5.99,187103.0,132.0,1,1,3,3,0,12,3,12,23
1182.0,5.99,187103.0,132.0,1,1,3,3,0,12,5,1,6
73033.27,5.99,187103.0,132.0,1,1,3,3,0,12,15,1,2
15953.0,5.99,195932.0,117.0,1,2,2,2,0,11,17,12,23
16174.0,5.99,195932.0,117.0,1,2,2,2,0,11,24,12,30
45333.3,4.99,171343.0,137.0,1,3,1,2,0,11,17,12,3
84962.21,4.99,171343.0,137.0,1,3,1,2,0,11,29,12,16
82273.35,4.99,403231.0,117.0,1,3,1,2,0,12,1,12,17
140467.33,5.99,210572.0,119.0,1,1,1,2,0,11,17,12,5
138218.86,5.99,210572.0,119.0,1,1,1,2,0,11,19,12,9
141281.62,5.99,210572.0,119.0,1,1,1,2,0,11,21,12,9
141282.45,5.99,210572.0,119.0,1,1,1,2,0,11,22,12,10
40612.61,5.99,210572.0,119.0,1,1,1,2,0,11,25,12,13
138218.86,5.99,210572.0,119.0,1,1,1,2,0,11,25,12,13
141284.5,5.99,210572.0,119.0,1,1,1,2,0,11,26,12,16
141284.5,5.99,210572.0,119.0,1,1,1,2,0,11,27,12,16
1656.0,5.99,477059.0,116.0,1,1,1,2,0,12,5,1,6
139641.52,5.99,477059.0,116.0,1,1,1,2,0,12,5,12,23
142662.35,5.99,477059.0,116.0,1,1,1,2,0,12,6,12,24
31929.85,6.99,108301.0,115.0,1,3,1,3,0,11,17,12,5
17033.46,6.99,56439.0,122.0,1,3,1,3,0,12,12,12,30
58955.58,6.99,159605.0,121.0,1,2,2,1,0,11,17,12,9
45000.0,6.99,161177.0,118.0,1,2,2,1,0,12,6,12,26
23855.89,6.99,161177.0,118.0,1,2,2,1,0,12,8,12,30
37856.39,6.99,161177.0,118.0,1,2,2,1,0,12,12,1,2
100949.99,8.99,43259.0,101.0,1,1,3,2,1,11,17,12,4
72115.59,8.99,43259.0,101.0,1,1,3,2,1,11,19,12,10
56688.05,8.99,43259.0,101.0,1,1,3,2,1,11,24,12,11
76688.05,8.99,43259.0,101.0,1,1,3,2,1,11,24,12,11
46595.8,8.99,43259.0,101.0,1,1,3,2,0,11,26,12,16
1182.0,8.99,141072.0,106.0,1,1,3,2,1,12,5,1,6
12898.6,5.99,1022986.0,110.0,1,3,3,1,0,11,17,12,3
13098.85,5.99,1022986.0,110.0,1,3,3,1,0,11,18,12,4
85086.1,5.99,1022986.0,110.0,1,3,3,1,0,11,19,12,9
13373.55,5.99,1022986.0,110.0,1,3,3,1,0,11,30,12,17
13297.11,5.99,422474.0,108.0,1,3,3,1,0,12,9,12,26
102410.5,5.99,422474.0,108.0,1,3,3,1,0,12,13,1,2
12743.3,5.99,179097.0,107.0,1,3,3,3,0,11,17,12,3
19445.0,5.99,238310.0,105.0,1,3,3,3,0,12,1,12,17
57311.7,5.99,238310.0,105.0,1,3,3,3,0,12,15,1,2
133979.55,11.99,113513.0,102.0,1,3,6,3,0,11,17,12,3
83247.3,11.99,113513.0,102.0,1,3,6,3,0,11,26,12,12
119620.0,11.99,45920.0,103.0,1,3,6,3,0,12,5,12,23
86485.0,11.99,45920.0,103.0,1,3,6,3,0,12,11,12,27
110066.05,11.99,45920.0,103.0,1,3,6,3,0,12,13,12,30
20215.0,11.99,45920.0,103.0,1,3,6,3,0,12,15,1,2
46162.8,6.99,521737.0,97.0,1,3,3,2,0,11,17,12,11
32709.7,6.99,521737.0,97.0,1,3,3,2,0,11,18,12,9
46598.6,6.99,521737.0,97.0,1,3,3,2,0,11,27,12,16
49368.7,6.99,521737.0,97.0,1,3,3,2,0,11,29,12,16
52436.55,6.99,72104.0,96.0,1,3,3,2,0,12,3,12,19
46490.35,6.99,72104.0,96.0,1,3,3,2,0,12,4,12,23
44890.35,6.99,72104.0,96.0,1,3,3,2,0,12,4,12,23
52930.4,6.99,72104.0,96.0,1,3,3,2,0,12,12,12,30
21488.23,6.99,447547.0,76.0,1,1,2,3,1,11,17,12,5
591.0,6.99,21392.0,80.0,1,1,2,3,0,12,5,1,6
22194.24,6.99,21392.0,80.0,1,1,2,3,0,12,8,12,27
5094.24,6.99,21392.0,80.0,1,1,2,3,1,12,8,12,27
10487.96,6.99,444595.0,129.0,1,3,1,2,0,11,17,12,4
117366.35,6.99,444595.0,129.0,1,3,1,2,0,11,17,12,4
51844.5,6.99,444595.0,129.0,1,3,1,2,0,11,18,12,5
44685.88,6.99,444595.0,129.0,1,3,1,2,0,11,20,12,9
119100.41,6.99,444595.0,129.0,1,3,1,2,0,11,20,12,9
35061.45,6.99,444595.0,129.0,1,3,1,2,0,11,20,12,9
9270.19,6.99,444595.0,129.0,1,3,1,2,0,11,20,12,9
20083.56,6.99,444595.0,129.0,1,3,1,2,0,11,20,12,9
16073.22,6.99,444595.0,129.0,1,3,1,2,0,11,24,12,11
17123.78,6.99,444595.0,129.0,1,3,1,2,0,11,24,12,11
52675.72,6.99,444595.0,129.0,1,3,1,2,0,11,25,12,12
22937.31,6.99,444595.0,129.0,1,3,1,2,0,11,26,12,13
26923.74,6.99,444595.0,129.0,1,3,1,2,0,11,26,12,13
44644.63,6.99,444595.0,129.0,1,3,1,2,0,11,26,12,13
22495.9,6.99,444595.0,129.0,1,3,1,2,0,11,26,12,13
35117.15,6.99,444595.0,129.0,1,3,1,2,0,11,26,12,13
19239.58,6.99,444595.0,129.0,1,3,1,2,0,11,27,12,16
78986.66,6.99,444595.0,129.0,1,3,1,2,0,11,27,12,16
44772.73,6.99,444595.0,129.0,1,3,1,2,0,11,27,12,16
53250.66,6.99,444595.0,129.0,1,3,1,2,0,11,27,12,16
115994.42,6.99,444595.0,129.0,1,3,1,2,0,11,29,12,16
22348.15,6.99,444595.0,129.0,1,3,1,2,0,11,29,12,16
24531.0,6.99,444595.0,129.0,1,3,1,2,0,11,30,12,18
33297.03,6.99,466438.0,129.0,1,3,1,2,0,12,1,12,18
44375.55,6.99,466438.0,129.0,1,3,1,2,0,12,1,12,18
34416.35,6.99,466438.0,129.0,1,3,1,2,0,12,2,12,19
84070.77,6.99,466438.0,129.0,1,3,1,2,0,12,2,12,19
22323.01,6.99,466438.0,129.0,1,3,1,2,0,12,3,12,20
90025.52,6.99,466438.0,129.0,1,3,1,2,0,12,5,12,23
22284.9,6.99,466438.0,129.0,1,3,1,2,0,12,5,12,23
1253.7,6.99,466438.0,129.0,1,3,1,2,0,12,5,1,6
44279.7,6.99,466438.0,129.0,1,3,1,2,0,12,6,12,23
35507.8,6.99,466438.0,129.0,1,3,1,2,0,12,6,12,23
119154.54,6.99,466438.0,129.0,1,3,1,2,0,12,7,12,26
30529.62,6.99,466438.0,129.0,1,3,1,2,0,12,7,12,26
15702.37,6.99,466438.0,129.0,1,3,1,2,0,12,9,12,26
37959.75,6.99,466438.0,129.0,1,3,1,2,0,12,12,12,30
44625.7,6.99,466438.0,129.0,1,3,1,2,0,12,13,12,30
75838.28,6.99,466438.0,129.0,1,3,1,2,0,12,15,1,3
31587.85,5.99,757097.0,107.0,1,3,3,3,0,11,17,12,3
30690.0,5.99,757097.0,107.0,1,3,3,3,0,11,20,12,6
84838.26,5.99,175224.0,107.0,1,3,3,3,0,12,9,12,26
34080.63,4.99,21641.0,155.0,1,3,3,1,0,11,17,12,2
56186.76,4.99,21641.0,155.0,1,3,3,1,0,11,25,12,10
180160.3,6.99,720684.0,111.0,1,2,2,2,0,11,17,12,17
141822.0,6.99,720684.0,111.0,1,2,2,2,0,11,18,12,18
129304.35,6.99,720684.0,111.0,1,2,2,2,0,11,21,12,23
182444.55,6.99,720684.0,111.0,1,2,2,2,0,11,24,12,24
102570.0,6.99,720684.0,111.0,1,2,2,2,0,11,24,12,24
47860.5,6.99,720684.0,111.0,1,2,2,2,0,11,26,12,26
102570.0,6.99,118106.0,104.0,1,2,2,2,0,12,1,1,2
71579.2,6.99,118106.0,104.0,1,2,2,2,0,12,3,1,2
49815.0,6.99,118106.0,104.0,1,2,2,2,0,12,11,1,10
145791.3,6.99,118106.0,104.0,1,2,2,2,0,12,11,1,10
132769.75,6.99,118106.0,104.0,1,2,2,2,0,12,12,1,13
186013.85,6.99,118106.0,104.0,1,2,2,2,0,12,14,1,14
82581.45,4.99,441319.0,114.0,1,3,1,2,0,11,17,12,30
76907.6,8.99,69168.0,87.0,1,2,1,1,0,11,17,12,26
76907.6,8.99,69168.0,87.0,1,2,1,1,0,11,18,12,26
153128.8,8.99,69168.0,87.0,1,2,1,1,0,11,22,12,26
76564.4,8.99,69168.0,87.0,1,2,1,1,0,11,25,1,8
155513.6,8.99,69168.0,87.0,1,2,1,1,0,11,28,1,8
77756.8,8.99,539366.0,84.0,1,2,1,1,0,12,2,1,22
76564.4,8.99,539366.0,84.0,1,2,1,1,0,12,2,1,22
155513.6,8.99,539366.0,84.0,1,2,1,1,0,12,3,1,22
159746.4,8.99,539366.0,84.0,1,2,1,1,0,12,14,1,29
157449.6,8.99,539366.0,84.0,1,2,1,1,0,12,15,1,22
57231.85,6.99,136725.0,150.0,1,1,3,3,0,11,17,12,3
53395.02,6.99,896985.0,157.0,1,1,3,3,0,12,1,12,17
32757.9,6.99,896985.0,157.0,1,1,3,3,0,12,2,12,18
106649.61,8.99,146192.0,117.0,1,1,2,3,0,11,17,12,9
69135.93,8.99,436386.0,108.0,1,1,2,3,0,12,2,12,23
105129.25,8.99,436386.0,108.0,1,1,2,3,0,12,15,1,6
54996.05,5.99,236787.5,115.0,1,1,2,2,0,11,17,12,3
37042.0,5.99,236787.5,115.0,1,1,2,2,0,11,20,12,6
14799.99,5.99,236787.5,115.0,1,1,2,2,0,11,27,12,13
73991.0,5.99,236787.5,115.0,1,1,2,2,0,11,29,12,16
51645.0,5.99,117266.0,95.0,1,1,2,2,0,12,5,12,23
74330.0,5.99,117266.0,95.0,1,1,2,2,0,12,6,12,23
51645.0,5.99,117266.0,95.0,1,1,2,2,0,12,11,12,27
44427.93,5.99,22862.0,114.0,1,1,2,2,0,11,17,12,3
26604.2,5.99,22862.0,114.0,1,1,2,2,0,11,24,12,10
27153.6,5.99,22862.0,114.0,1,1,2,2,0,11,27,12,13
30791.19,5.99,129620.0,115.0,1,1,2,2,0,12,13,12,30
20905.5,5.99,310809.0,74.0,1,1,1,3,0,11,17,12,3
31280.83,5.99,310809.0,74.0,1,1,1,3,0,11,19,12,9
15455.5,5.99,310809.0,74.0,1,1,1,3,0,11,28,12,16
13975.45,5.99,190862.0,122.0,1,1,1,3,0,12,11,12,27
33241.95,8.99,190610.0,118.0,1,1,1,3,0,11,17,12,3
39305.5,8.99,190610.0,118.0,1,1,1,3,0,11,17,12,3
14193.55,8.99,190610.0,118.0,1,1,1,3,0,11,18,12,4
19744.65,8.99,190610.0,118.0,1,1,1,3,0,11,19,12,5
14193.55,8.99,190610.0,118.0,1,1,1,3,0,11,19,12,5
15954.5,8.99,190610.0,118.0,1,1,1,3,0,11,21,12,9
31102.4,8.99,190610.0,118.0,1,1,1,3,0,11,21,12,9
14193.55,8.99,190610.0,118.0,1,1,1,3,0,11,22,12,9
19145.4,8.99,190610.0,118.0,1,1,1,3,0,11,22,12,9
58933.8,8.99,190610.0,118.0,1,1,1,3,0,11,24,12,10
17192.87,8.99,190610.0,118.0,1,1,1,3,0,11,27,12,13
15754.65,8.99,190610.0,118.0,1,1,1,3,0,11,29,12,16
40173.12,8.99,66604.0,126.0,1,1,1,3,0,12,2,12,18
39348.1,8.99,66604.0,126.0,1,1,1,3,0,12,3,12,19
31309.7,8.99,66604.0,126.0,1,1,1,3,0,12,4,12,20
1182.0,8.99,66604.0,126.0,1,1,1,3,0,12,5,1,6
19009.32,8.99,66604.0,126.0,1,1,1,3,0,12,8,12,24
17503.62,8.99,66604.0,126.0,1,1,1,3,0,12,9,12,26
15994.8,8.99,66604.0,126.0,1,1,1,3,0,12,11,12,27
14286.35,8.99,66604.0,126.0,1,1,1,3,0,12,11,12,27
31482.2,8.99,66604.0,126.0,1,1,1,3,0,12,12,12,30
20074.65,8.99,66604.0,126.0,1,1,1,3,0,12,13,12,30
39149.3,8.99,66604.0,126.0,1,1,1,3,0,12,13,12,30
14286.35,8.99,66604.0,126.0,1,1,1,3,0,12,13,12,30
53330.5,6.99,88881.0,105.0,1,3,1,3,0,11,17,12,3
26487.0,6.99,88881.0,105.0,1,3,1,3,0,11,18,12,4
25955.39,4.99,111780.0,110.0,1,3,5,1,0,11,17,12,5
13177.95,4.99,111780.0,110.0,1,3,5,1,0,11,21,12,9
13319.1,4.99,255011.0,103.0,1,3,5,1,0,12,4,12,20
13319.1,4.99,255011.0,103.0,1,3,5,1,0,12,7,12,24
19611.05,4.99,255011.0,103.0,1,3,5,1,0,12,11,12,27
19611.05,4.99,255011.0,103.0,1,3,5,1,0,12,12,12,30
14532.81,5.99,411182.0,106.0,1,2,2,1,0,11,17,12,3
13367.43,5.99,411182.0,106.0,1,2,2,1,0,11,21,12,9
14974.45,5.99,411182.0,106.0,1,2,2,1,0,11,23,12,10
22369.65,5.99,411182.0,106.0,1,2,2,1,0,11,28,12,16
15171.01,5.99,411182.0,106.0,1,2,2,1,0,11,30,12,17
1182.0,5.99,232358.0,101.0,1,2,2,1,1,12,5,1,6
14899.55,5.99,232358.0,101.0,1,2,2,1,0,12,7,12,24
16449.3,5.99,232358.0,101.0,1,2,2,1,0,12,16,1,2
20194.9,6.99,32025.0,150.0,1,3,3,2,0,11,17,12,3
945.6,6.99,260432.0,160.0,1,3,3,2,0,12,5,1,6
211134.0,6.99,66362.0,100.0,1,2,2,1,0,11,17,12,5
210868.5,6.99,66362.0,100.0,1,2,2,1,0,11,25,12,13
111292.5,6.99,787254.0,109.0,1,2,2,1,0,12,3,12,23
198882.0,6.99,787254.0,109.0,1,2,2,1,0,12,5,12,23
24247.37,4.99,115745.0,128.0,1,2,2,1,0,11,17,12,3
51860.83,4.99,115745.0,128.0,1,2,2,1,0,11,17,12,3
28285.18,4.99,115745.0,128.0,1,2,2,1,0,11,26,12,12
17668.3,4.99,115745.0,128.0,1,2,2,1,0,11,26,12,12
24735.62,4.99,115745.0,128.0,1,2,2,1,0,11,29,12,16
20203.95,4.99,214685.0,120.0,1,2,2,1,0,12,2,12,18
20203.95,4.99,214685.0,120.0,1,2,2,1,0,12,3,12,19
48609.48,4.99,214685.0,120.0,1,2,2,1,0,12,5,12,23
74986.59,6.99,729224.0,117.0,1,1,3,2,0,11,17,12,2
56134.26,6.99,588408.0,113.0,1,1,3,2,0,12,1,12,16
75010.95,6.99,588408.0,113.0,1,1,3,2,0,12,1,12,16
77448.0,6.99,588408.0,113.0,1,1,3,2,0,12,11,12,26
56176.26,6.99,588408.0,113.0,1,1,3,2,0,12,12,12,27
19047.11,5.99,227822.0,86.0,1,1,4,2,0,11,17,12,3
23641.85,5.99,227822.0,86.0,1,1,4,2,0,11,19,12,5
23141.85,5.99,227822.0,86.0,1,1,4,2,0,11,20,12,9
24032.5,5.99,227822.0,86.0,1,1,4,2,0,11,29,12,16
18223.85,5.99,408118.0,86.0,1,1,4,2,0,12,3,12,19
23941.2,5.99,408118.0,86.0,1,1,4,2,0,12,9,12,26
23941.2,5.99,408118.0,86.0,1,1,4,2,0,12,11,12,27
17323.75,6.99,188069.0,111.0,1,1,3,3,0,11,17,12,3
39090.0,6.99,188069.0,111.0,1,1,3,3,0,11,18,12,6
19545.0,6.99,188069.0,111.0,1,1,3,3,0,11,22,12,9
13395.0,6.99,188069.0,111.0,1,1,3,3,0,11,22,12,9
20195.0,6.99,188069.0,111.0,1,1,3,3,0,11,29,12,16
26940.0,6.99,605026.0,101.0,1,1,3,3,0,12,2,12,18
39430.0,6.99,605026.0,101.0,1,1,3,3,0,12,2,12,18
20365.0,6.99,605026.0,101.0,1,1,3,3,0,12,6,12,23
39430.0,6.99,605026.0,101.0,1,1,3,3,0,12,12,12,30
19756.0,6.99,605026.0,101.0,1,1,3,3,0,12,16,1,2
65589.5,6.99,126858.0,107.0,1,3,3,2,0,11,17,12,4
48282.2,5.99,61777.0,147.0,1,1,1,3,0,11,17,12,9
61951.59,5.99,61777.0,147.0,1,1,1,3,0,11,19,12,9
64132.0,5.99,341271.0,136.0,1,1,1,3,0,12,2,12,23
49614.79,5.99,341271.0,136.0,1,1,1,3,0,12,5,12,26
28431.85,5.99,341271.0,136.0,1,1,1,3,0,12,6,12,26
21383.79,5.99,341271.0,136.0,1,1,1,3,0,12,8,12,30
38736.75,4.99,79257.0,103.0,1,1,2,2,0,11,17,12,4
63128.6,4.99,79257.0,103.0,1,1,2,2,0,11,21,12,9
1182.0,4.99,596074.0,111.0,1,1,2,2,1,12,5,1,6
60798.1,4.99,596074.0,111.0,1,1,2,2,0,12,15,1,3
26300.51,4.99,212943.0,100.0,1,1,5,2,0,11,17,12,3
80225.0,4.99,212943.0,100.0,1,1,5,2,0,11,19,12,6
47210.0,4.99,316049.0,103.0,1,1,5,2,0,12,2,12,18
40485.0,4.99,316049.0,103.0,1,1,5,2,0,12,6,12,23
13695.0,4.99,316049.0,103.0,1,1,5,2,0,12,8,12,24
13795.0,4.99,316049.0,103.0,1,1,5,2,0,12,13,12,30
34538.55,5.99,252146.0,149.0,1,3,2,2,0,11,17,12,9
48697.99,4.99,328186.0,100.0,1,1,2,1,0,11,17,12,3
34479.35,4.99,328186.0,100.0,1,1,2,1,0,11,20,12,6
31836.2,4.99,328186.0,100.0,1,1,2,1,0,11,26,12,12
40086.2,4.99,328186.0,100.0,1,1,2,1,0,11,27,12,13
60175.55,4.99,210802.0,104.0,1,1,2,1,0,12,8,12,24
49143.55,4.99,210802.0,104.0,1,1,2,1,0,12,12,12,30
20775.55,5.99,134712.0,110.0,1,3,1,3,0,11,17,12,3
41790.1,5.99,134712.0,110.0,1,3,1,3,0,11,28,12,16
456.95,5.99,255608.0,105.0,1,3,1,3,1,12,2,1,6
20894.85,5.99,255608.0,105.0,1,3,1,3,0,12,2,12,18
15046.5,5.99,255608.0,105.0,1,3,1,3,0,12,2,12,18
16269.8,4.99,678288.0,115.0,1,1,2,2,0,11,17,12,9
19447.39,4.99,678288.0,115.0,1,1,2,2,0,11,26,12,17
22605.02,4.99,188497.0,97.0,1,1,2,2,0,12,3,12,24
12977.49,6.99,570277.0,128.0,1,2,1,2,0,11,17,12,9
16468.33,6.99,570277.0,128.0,1,2,1,2,0,11,20,12,12
12906.54,6.99,570277.0,128.0,1,2,1,2,0,11,29,12,16
9883.81,6.99,120897.0,117.0,1,2,1,2,0,12,2,12,24
13262.67,6.99,120897.0,117.0,1,2,1,2,0,12,11,12,27
17591.59,6.99,120897.0,117.0,1,2,1,2,0,12,12,1,3
82500.0,5.99,327043.0,153.0,1,2,1,2,0,11,17,1,2
42044.715,5.99,327043.0,153.0,1,2,1,2,0,11,18,1,2
32400.0,5.99,327043.0,153.0,1,2,1,2,0,11,18,1,2
49329.0,5.99,327043.0,153.0,1,2,1,2,0,11,21,1,6
50032.0,5.99,327043.0,153.0,1,2,1,2,0,11,28,1,13
84182.5,5.99,184345.0,158.0,1,2,1,2,0,12,1,1,15
83797.0,5.99,184345.0,158.0,1,2,1,2,0,12,5,1,20
85210.0,5.99,184345.0,158.0,1,2,1,2,0,12,16,1,30
152596.8,11.99,435588.0,97.0,1,3,1,2,0,11,17,12,16
30940.075,11.99,435588.0,97.0,1,3,1,2,1,11,24,12,16
154774.8,11.99,856567.0,96.0,1,3,1,2,0,12,5,12,26
157870.8,11.99,856567.0,96.0,1,3,1,2,1,12,8,1,16
157870.8,11.99,856567.0,96.0,1,3,1,2,1,12,9,1,16
53095.5,11.99,856567.0,96.0,1,3,1,2,1,12,14,1,16
53043.0,11.99,856567.0,96.0,1,3,1,2,1,12,16,1,16
32681.47,6.99,133230.0,94.0,1,1,1,1,0,11,17,12,12
36049.93,6.99,133230.0,94.0,1,1,1,1,0,11,19,12,16
24841.17,6.99,133230.0,94.0,1,1,1,1,0,11,26,12,23
25042.89,6.99,133230.0,94.0,1,1,1,1,0,11,27,12,23
38850.28,6.99,342370.0,94.0,1,1,1,1,0,12,4,12,30
46813.1,6.99,342370.0,94.0,1,1,1,1,0,12,9,1,3
56537.1,6.99,342370.0,94.0,1,1,1,1,0,12,9,1,3
54908.69,6.99,342370.0,94.0,1,1,1,1,0,12,16,1,13
76816.52,6.99,156421.0,109.0,1,2,2,2,0,11,17,12,3
80866.16,6.99,156421.0,109.0,1,2,2,2,0,11,17,12,3
59486.7,6.99,156421.0,109.0,1,2,2,2,0,11,25,12,11
91859.3,6.99,156421.0,109.0,1,2,2,2,0,11,28,12,16
72500.69,6.99,438264.0,109.0,1,2,2,2,0,12,15,1,2
45527.22,5.99,308944.0,122.0,1,3,3,1,0,11,17,12,3
66976.8,5.99,308944.0,122.0,1,3,3,1,0,11,21,12,9
33787.0,5.99,308944.0,122.0,1,3,3,1,0,11,24,12,10
51518.22,5.99,187064.0,117.0,1,3,3,1,0,12,5,12,23
1182.0,5.99,187064.0,117.0,1,3,3,1,0,12,5,1,6
33978.23,5.99,187064.0,117.0,1,3,3,1,0,12,8,12,24
26137.1,5.99,187064.0,117.0,1,3,3,1,0,12,11,12,27
31364.52,5.99,187064.0,117.0,1,3,3,1,0,12,11,12,27
31364.52,5.99,187064.0,117.0,1,3,3,1,0,12,12,12,30
29893.725,5.99,187064.0,117.0,1,3,3,1,0,12,12,12,30
47280.48,5.99,187064.0,117.0,1,3,3,1,0,12,16,1,2
101532.0,6.99,150601.0,128.0,1,3,5,1,0,11,17,12,4
105744.0,6.99,134135.0,136.0,1,3,5,1,0,12,12,12,30
96579.0,11.99,176049.0,103.0,1,1,1,2,0,11,17,12,9
96579.0,11.99,176049.0,103.0,1,1,1,2,0,11,18,12,10
13985.8,5.99,91623.0,106.0,1,3,1,2,1,11,17,12,3
21954.85,5.99,91623.0,106.0,1,3,1,2,1,11,18,12,4
14175.75,5.99,91623.0,106.0,1,3,1,2,1,11,24,12,10
21945.2,5.99,91623.0,106.0,1,3,1,2,1,11,25,12,11
28895.5,5.99,157912.0,107.0,1,3,1,2,1,12,2,12,18
1182.0,5.99,157912.0,107.0,1,3,1,2,0,12,5,1,6
14447.75,5.99,157912.0,107.0,1,3,1,2,1,12,8,12,24
41649.1,5.99,497486.0,125.0,1,2,2,3,0,11,17,12,3
20872.05,5.99,497486.0,125.0,1,2,2,3,0,11,20,12,6
32380.15,5.99,497486.0,125.0,1,2,2,3,0,11,25,12,11
21037.45,5.99,497486.0,125.0,1,2,2,3,0,11,29,12,16
37881.1,5.99,332422.0,145.0,1,2,2,3,0,12,12,12,30
21290.95,5.99,332422.0,145.0,1,2,2,3,0,12,16,1,2
76197.14,6.99,253904.0,143.0,1,2,1,3,0,11,17,12,3
49767.0,6.99,930844.0,144.0,1,2,1,3,0,12,2,12,18
55509.5,6.99,930844.0,144.0,1,2,1,3,0,12,6,12,23
34044.95,6.99,930844.0,144.0,1,2,1,3,0,12,15,1,2
21157.35,6.99,930844.0,144.0,1,2,1,3,0,12,15,1,2
31117.0,8.99,216075.0,115.0,1,1,1,2,0,11,17,12,9
18968.0,4.99,301613.0,160.0,1,3,3,1,0,11,17,4,29
19161.0,4.99,301613.0,160.0,1,3,3,1,0,11,22,4,29
19161.0,4.99,118657.0,152.0,1,3,3,1,0,12,1,4,29
41522.6,4.99,150989.0,112.0,1,2,1,2,0,11,17,12,3
21469.55,4.99,150989.0,112.0,1,2,1,2,0,11,20,12,6
16220.05,4.99,150989.0,112.0,1,2,1,2,0,11,21,12,9
16521.85,4.99,150989.0,112.0,1,2,1,2,0,11,27,12,13
33886.24,4.99,134888.0,110.0,1,2,1,2,0,12,1,12,17
21678.9,4.99,134888.0,110.0,1,2,1,2,0,12,1,12,17
43318.1,4.99,134888.0,110.0,1,2,1,2,0,12,2,12,18
42318.7,4.99,134888.0,110.0,1,2,1,2,0,12,11,12,27
33854.96,4.99,134888.0,110.0,1,2,1,2,0,12,15,1,2
34715.6,4.99,134888.0,110.0,1,2,1,2,0,12,16,1,2
31300.0,5.99,557645.0,88.0,1,1,1,3,0,11,17,12,17
31786.0,5.99,557645.0,88.0,1,1,1,3,0,11,24,12,24
47679.0,5.99,557645.0,88.0,1,1,1,3,0,11,26,12,26
47598.45,5.99,557645.0,88.0,1,1,1,3,0,11,28,12,30
47598.45,5.99,557645.0,88.0,1,1,1,3,0,11,29,12,30
31732.0,5.99,247990.0,87.0,1,1,1,3,0,12,1,1,2
32467.0,5.99,247990.0,87.0,1,1,1,3,0,12,5,1,6
32437.0,5.99,247990.0,87.0,1,1,1,3,0,12,7,1,7
16218.5,5.99,247990.0,87.0,1,1,1,3,0,12,9,1,8
16218.5,5.99,247990.0,87.0,1,1,1,3,0,12,12,1,13
16218.5,5.99,247990.0,87.0,1,1,1,3,0,12,13,1,14
16218.5,5.99,247990.0,87.0,1,1,1,3,0,12,16,1,15
74984.35,5.99,80729.0,89.0,1,1,4,3,0,11,17,12,5
71412.95,5.99,91597.0,83.0,1,1,4,3,0,12,8,12,24
95663.85,5.99,117530.0,83.0,1,3,2,1,0,11,18,12,5
146164.5,5.99,117530.0,83.0,1,3,2,1,0,11,25,12,30
114794.65,5.99,581520.0,85.0,1,3,2,1,0,12,4,12,23
78928.35,5.99,581520.0,85.0,1,3,2,1,0,12,6,12,23
79577.95,5.99,581520.0,85.0,1,3,2,1,0,12,13,12,30
19519.9,5.99,581520.0,85.0,1,3,2,1,0,12,15,1,2
21977.78,6.99,525188.0,119.0,1,1,1,3,0,11,18,12,9
32047.0,6.99,176550.0,112.0,1,1,1,3,0,12,3,12,23
14608.15,6.99,176550.0,112.0,1,1,1,3,0,12,13,1,2
32627.84,6.99,176550.0,112.0,1,1,1,3,0,12,13,1,2
108279.14,5.99,245803.0,126.0,1,2,1,3,0,11,18,12,9
73079.57,5.99,245803.0,126.0,1,2,1,3,0,11,21,12,11
52161.9,5.99,245803.0,126.0,1,2,1,3,0,11,21,12,9
33049.0,4.99,677955.0,106.0,1,2,1,3,1,11,18,12,18
16957.0,4.99,677955.0,106.0,1,2,1,3,0,11,22,12,23
16957.0,4.99,677955.0,106.0,1,2,1,3,0,11,25,12,26
16767.5,4.99,33100.0,105.0,1,2,1,3,0,12,3,1,2
50871.0,4.99,33100.0,105.0,1,2,1,3,1,12,5,1,7
17107.5,4.99,33100.0,105.0,1,2,1,3,1,12,9,1,8
34619.0,4.99,33100.0,105.0,1,2,1,3,1,12,9,1,8
46009.65,6.99,143873.0,105.0,1,1,1,1,0,11,18,12,11
